Tanggal,Mata Uang,Event,Aktual
2019/08/01,GBP,BoE Interest Rate Decision  (Aug),0.75%
2019/08/01,GBP,BoE Gov Carney Speaks,
2019/08/01,USD,Initial Jobless Claims,215K
2019/08/01,USD,S&P Global Manufacturing PMI  (Jul),50.4
2019/08/01,USD,ISM Manufacturing PMI  (Jul),51.2
2019/08/01,USD,ISM Manufacturing Prices  (Jul),45.1
2019/08/02,USD,Average Hourly Earnings (MoM)  (Jul),0.3%
2019/08/02,USD,Nonfarm Payrolls  (Jul),164K
2019/08/02,USD,Unemployment Rate  (Jul),3.7%
2019/08/05,USD,S&P Global Services PMI  (Jul),53.0
2019/08/05,USD,ISM Non-Manufacturing PMI  (Jul),53.7
2019/08/05,USD,ISM Non-Manufacturing Prices  (Jul),56.5
2019/08/06,USD,JOLTS Job Openings  (Jun),7.348M
2019/08/07,USD,Crude Oil Inventories,2.385M
2019/08/08,USD,Initial Jobless Claims,209K
2019/08/09,JPY,GDP (QoQ)  (Q2),0.4%
2019/08/09,GBP,GDP (QoQ)  (Q2),-0.2%
2019/08/09,GBP,GDP (MoM),0.0%
2019/08/09,GBP,GDP (YoY)  (Q2),1.2%
2019/08/09,USD,PPI (MoM)  (Jul),0.2%
2019/08/13,USD,Core CPI (MoM)  (Jul),0.3%
2019/08/13,USD,CPI (YoY)  (Jul),1.8%
2019/08/13,USD,CPI (MoM)  (Jul),0.3%
2019/08/14,GBP,CPI (YoY)  (Jul),2.1%
2019/08/14,USD,Crude Oil Inventories,1.580M
2019/08/15,USD,Core Retail Sales (MoM)  (Jul),1.0%
2019/08/15,USD,Initial Jobless Claims,220K
2019/08/15,USD,Philadelphia Fed Manufacturing Index  (Aug),16.8
2019/08/15,USD,Retail Sales (MoM)  (Jul),0.7%
2019/08/19,EUR,CPI (YoY)  (Jul),1.0%
2019/08/21,USD,Existing Home Sales  (Jul),5.42M
2019/08/21,USD,Crude Oil Inventories,-2.700M
2019/08/22,USD,FOMC Meeting Minutes,
2019/08/22,USD,Initial Jobless Claims,209K
2019/08/22,USD,S&P Global Manufacturing PMI  (Aug),49.9
2019/08/22,USD,S&P Global Services PMI  (Aug),50.9
2019/08/23,USD,Fed Chair Powell Speaks,
2019/08/23,USD,New Home Sales  (Jul),635K
2019/08/26,USD,Durable Goods Orders (MoM)  (Jul),2.1%
2019/08/28,USD,Crude Oil Inventories,-10.027M
2019/08/29,USD,GDP (QoQ)  (Q2),2.0%
2019/08/29,USD,Initial Jobless Claims,215K
2019/08/30,EUR,CPI (YoY)  (Aug),1.0%
2019/08/30,USD,Core PCE Price Index (YoY)  (Jul),1.6%
2019/08/30,USD,Core PCE Price Index (MoM)  (Jul),0.2%
2019/08/30,USD,Chicago PMI  (Aug),50.4
2019/08/31,CNY,Manufacturing PMI  (Aug),49.5
2019/09/03,USD,S&P Global Manufacturing PMI  (Aug),50.3
2019/09/03,USD,ISM Manufacturing PMI  (Aug),49.1
2019/09/03,USD,ISM Manufacturing Prices  (Aug),46.0
2019/09/05,USD,ADP Nonfarm Employment Change  (Aug),195K
2019/09/05,USD,Initial Jobless Claims,217K
2019/09/05,USD,S&P Global Services PMI  (Aug),50.7
2019/09/05,USD,Durable Goods Orders (MoM),2.0%
2019/09/05,USD,ISM Non-Manufacturing PMI  (Aug),56.4
2019/09/05,USD,ISM Non-Manufacturing Prices  (Aug),58.2
2019/09/05,USD,Crude Oil Inventories,-4.771M
2019/09/06,USD,Average Hourly Earnings (MoM)  (Aug),0.4%
2019/09/06,USD,Nonfarm Payrolls  (Aug),130K
2019/09/06,USD,Unemployment Rate  (Aug),3.7%
2019/09/06,USD,Fed Chair Powell Speaks,
2019/09/09,JPY,GDP (QoQ)  (Q2),0.3%
2019/09/09,GBP,GDP (MoM),0.3%
2019/09/09,GBP,GDP (QoQ),0.0%
2019/09/10,USD,JOLTS Job Openings  (Jul),7.217M
2019/09/11,USD,PPI (MoM)  (Aug),0.1%
2019/09/11,USD,Crude Oil Inventories,-6.912M
2019/09/12,EUR,Deposit Facility Rate  (Sep),-0.50%
2019/09/12,EUR,ECB Interest Rate Decision  (Sep),0.00%
2019/09/12,USD,Core CPI (MoM)  (Aug),0.3%
2019/09/12,USD,CPI (YoY)  (Aug),1.7%
2019/09/12,USD,CPI (MoM)  (Aug),0.1%
2019/09/12,USD,Initial Jobless Claims,204K
2019/09/12,EUR,ECB Press Conference,
2019/09/13,USD,Core Retail Sales (MoM)  (Aug),0.0%
2019/09/13,USD,Retail Sales (MoM)  (Aug),0.4%
2019/09/18,GBP,CPI (YoY)  (Aug),1.7%
2019/09/18,EUR,CPI (YoY)  (Aug),1.0%
2019/09/18,USD,Crude Oil Inventories,1.058M
2019/09/19,USD,FOMC Economic Projections,
2019/09/19,USD,FOMC Statement,
2019/09/19,USD,Fed Interest Rate Decision,2.00%
2019/09/19,USD,FOMC Press Conference,
2019/09/19,JPY,BoJ Interest Rate Decision,-0.10%
2019/09/19,GBP,BoE Interest Rate Decision  (Sep),0.75%
2019/09/19,USD,Initial Jobless Claims,208K
2019/09/19,USD,Philadelphia Fed Manufacturing Index  (Sep),12.0
2019/09/19,USD,Existing Home Sales  (Aug),5.49M
2019/09/23,USD,S&P Global Manufacturing PMI  (Sep),51.0
2019/09/23,USD,S&P Global Services PMI  (Sep),50.9
2019/09/25,USD,New Home Sales  (Aug),713K
2019/09/25,USD,Crude Oil Inventories,2.412M
2019/09/26,USD,GDP (QoQ)  (Q2),2.0%
2019/09/26,USD,Initial Jobless Claims,213K
2019/09/26,GBP,BoE Gov Carney Speaks,
2019/09/27,USD,Core PCE Price Index (YoY)  (Aug),1.8%
2019/09/27,USD,Core PCE Price Index (MoM)  (Aug),0.1%
2019/09/27,USD,Durable Goods Orders (MoM)  (Aug),0.2%
2019/09/30,CNY,Manufacturing PMI  (Sep),49.8
2019/09/30,GBP,GDP (QoQ)  (Q2),-0.2%
2019/09/30,GBP,GDP (YoY)  (Q2),1.3%
2019/09/30,USD,Chicago PMI  (Sep),47.1
2019/10/01,EUR,CPI (YoY)  (Sep),0.9%
2019/10/01,USD,S&P Global Manufacturing PMI  (Sep),51.1
2019/10/01,USD,ISM Manufacturing PMI  (Sep),47.8
2019/10/01,USD,ISM Manufacturing Prices  (Sep),49.7
2019/10/02,USD,ADP Nonfarm Employment Change  (Sep),135K
2019/10/02,USD,Crude Oil Inventories,3.100M
2019/10/03,USD,Initial Jobless Claims,219K
2019/10/03,USD,S&P Global Services PMI  (Sep),50.9
2019/10/03,USD,ISM Non-Manufacturing PMI  (Sep),52.6
2019/10/03,USD,ISM Non-Manufacturing Prices  (Sep),60.0
2019/10/04,USD,Average Hourly Earnings (MoM)  (Sep),0.0%
2019/10/04,USD,Nonfarm Payrolls  (Sep),136K
2019/10/04,USD,Unemployment Rate  (Sep),3.5%
2019/10/05,USD,Fed Chair Powell Speaks,
2019/10/08,USD,Fed Chair Powell Speaks,
2019/10/08,GBP,BoE Gov Carney Speaks,
2019/10/08,USD,PPI (MoM)  (Sep),-0.3%
2019/10/09,USD,Fed Chair Powell Speaks,
2019/10/09,USD,JOLTS Job Openings  (Aug),7.051M
2019/10/09,USD,Crude Oil Inventories,2.927M
2019/10/09,USD,Fed Chair Powell Speaks,
2019/10/10,USD,FOMC Meeting Minutes,
2019/10/10,GBP,GDP (QoQ),0.3%
2019/10/10,GBP,GDP (YoY),1.1%
2019/10/10,GBP,GDP (MoM),-0.1%
2019/10/10,GBP,BoE Gov Carney Speaks,
2019/10/10,USD,Core CPI (MoM)  (Sep),0.1%
2019/10/10,USD,CPI (YoY)  (Sep),1.7%
2019/10/10,USD,CPI (MoM)  (Sep),0.0%
2019/10/10,USD,Initial Jobless Claims,210K
2019/10/15,GBP,BoE Gov Carney Speaks,
2019/10/16,GBP,CPI (YoY)  (Sep),1.7%
2019/10/16,EUR,CPI (YoY)  (Sep),0.8%
2019/10/16,USD,Core Retail Sales (MoM)  (Sep),-0.1%
2019/10/16,USD,Retail Sales (MoM)  (Sep),-0.3%
2019/10/16,GBP,BoE Gov Carney Speaks,
2019/10/17,GBP,BoE Gov Carney Speaks,
2019/10/17,USD,Initial Jobless Claims,214K
2019/10/17,USD,Philadelphia Fed Manufacturing Index  (Oct),5.6
2019/10/17,USD,Crude Oil Inventories,9.281M
2019/10/18,CNY,GDP (YoY)  (Q3),6.0%
2019/10/19,GBP,BoE Gov Carney Speaks,
2019/10/22,USD,Existing Home Sales  (Sep),5.38M
2019/10/23,USD,Crude Oil Inventories,-1.699M
2019/10/24,EUR,Deposit Facility Rate  (Oct),-0.50%
2019/10/24,EUR,ECB Interest Rate Decision  (Oct),0.00%
2019/10/24,USD,Durable Goods Orders (MoM)  (Sep),-1.1%
2019/10/24,USD,Initial Jobless Claims,212K
2019/10/24,EUR,ECB Press Conference,
2019/10/24,USD,S&P Global Manufacturing PMI  (Oct),51.5
2019/10/24,USD,S&P Global Services PMI  (Oct),51.0
2019/10/24,USD,New Home Sales  (Sep),701K
2019/10/30,USD,ADP Nonfarm Employment Change  (Oct),125K
2019/10/30,USD,GDP (QoQ)  (Q3),1.9%
2019/10/30,USD,Crude Oil Inventories,5.702M
2019/10/31,USD,FOMC Statement,
2019/10/31,USD,Fed Interest Rate Decision,1.75%
2019/10/31,USD,FOMC Press Conference,
2019/10/31,CNY,Manufacturing PMI  (Oct),49.3
2019/10/31,JPY,BoJ Interest Rate Decision,-0.10%
2019/10/31,EUR,CPI (YoY)  (Oct),0.7%
2019/10/31,USD,Core PCE Price Index (MoM)  (Sep),0.0%
2019/10/31,USD,Core PCE Price Index (YoY)  (Sep),1.7%
2019/10/31,USD,Initial Jobless Claims,218K
2019/10/31,USD,Chicago PMI  (Oct),43.2
2019/11/01,USD,Average Hourly Earnings (MoM)  (Oct),0.2%
2019/11/01,USD,Nonfarm Payrolls  (Oct),128K
2019/11/01,USD,Unemployment Rate  (Oct),3.6%
2019/11/01,USD,S&P Global Manufacturing PMI  (Oct),51.3
2019/11/01,USD,ISM Manufacturing PMI  (Oct),48.3
2019/11/01,USD,ISM Manufacturing Prices  (Oct),45.5
2019/11/05,USD,S&P Global Services PMI  (Oct),50.6
2019/11/05,USD,ISM Non-Manufacturing PMI  (Oct),54.7
2019/11/05,USD,ISM Non-Manufacturing Prices  (Oct),56.6
2019/11/05,USD,JOLTS Job Openings  (Sep),7.024M
2019/11/06,USD,Crude Oil Inventories,7.929M
2019/11/07,GBP,BoE Inflation Report,
2019/11/07,GBP,BoE Interest Rate Decision  (Nov),0.75%
2019/11/07,GBP,BoE Gov Carney Speaks,
2019/11/07,USD,Initial Jobless Claims,211K
2019/11/11,GBP,GDP (YoY)  (Q3),1.0%
2019/11/11,GBP,GDP (QoQ)  (Q3),0.3%
2019/11/11,GBP,GDP (MoM),-0.1%
2019/11/13,GBP,CPI (YoY)  (Oct),1.5%
2019/11/13,USD,Core CPI (MoM)  (Oct),0.2%
2019/11/13,USD,CPI (MoM)  (Oct),0.4%
2019/11/13,USD,CPI (YoY)  (Oct),1.8%
2019/11/13,USD,Fed Chair Powell Testifies,
2019/11/14,JPY,GDP (QoQ)  (Q3),0.1%
2019/11/14,USD,Initial Jobless Claims,225K
2019/11/14,USD,PPI (MoM)  (Oct),0.4%
2019/11/14,USD,Fed Chair Powell Testifies,
2019/11/14,USD,Crude Oil Inventories,2.219M
2019/11/15,EUR,CPI (YoY)  (Oct),0.7%
2019/11/15,USD,Core Retail Sales (MoM)  (Oct),0.2%
2019/11/15,USD,Retail Sales (MoM)  (Oct),0.3%
2019/11/20,USD,Crude Oil Inventories,1.379M
2019/11/21,USD,FOMC Meeting Minutes,
2019/11/21,USD,Initial Jobless Claims,227K
2019/11/21,USD,Philadelphia Fed Manufacturing Index  (Nov),10.4
2019/11/21,USD,Existing Home Sales  (Oct),5.46M
2019/11/22,USD,S&P Global Manufacturing PMI  (Nov),52.2
2019/11/22,USD,S&P Global Services PMI  (Nov),51.6
2019/11/26,USD,Fed Chair Powell Speaks,
2019/11/26,USD,New Home Sales  (Oct),733K
2019/11/27,USD,Durable Goods Orders (MoM)  (Oct),0.6%
2019/11/27,USD,GDP (QoQ)  (Q3),2.1%
2019/11/27,USD,Initial Jobless Claims,213K
2019/11/27,USD,Chicago PMI  (Nov),46.3
2019/11/27,USD,Core PCE Price Index (YoY)  (Oct),1.6%
2019/11/27,USD,Core PCE Price Index (MoM)  (Oct),0.1%
2019/11/27,USD,Crude Oil Inventories,1.572M
2019/11/29,EUR,CPI (YoY)  (Nov),1.0%
2019/11/30,CNY,Manufacturing PMI  (Nov),50.2
2019/12/02,USD,S&P Global Manufacturing PMI  (Nov),52.6
2019/12/02,USD,ISM Manufacturing PMI  (Nov),48.1
2019/12/02,USD,ISM Manufacturing Prices  (Nov),46.7
2019/12/04,USD,ADP Nonfarm Employment Change  (Nov),67K
2019/12/04,USD,S&P Global Services PMI  (Nov),51.6
2019/12/04,USD,ISM Non-Manufacturing PMI  (Nov),53.9
2019/12/04,USD,ISM Non-Manufacturing Prices  (Nov),58.5
2019/12/04,USD,Crude Oil Inventories,-4.856M
2019/12/05,USD,Initial Jobless Claims,203K
2019/12/06,USD,Average Hourly Earnings (MoM)  (Nov),0.2%
2019/12/06,USD,Nonfarm Payrolls  (Nov),266K
2019/12/06,USD,Unemployment Rate  (Nov),3.5%
2019/12/09,JPY,GDP (QoQ)  (Q3),0.4%
2019/12/10,GBP,GDP (MoM),0.0%
2019/12/10,GBP,GDP (YoY)  (Q3),0.7%
2019/12/11,USD,Core CPI (MoM)  (Nov),0.2%
2019/12/11,USD,CPI (MoM)  (Nov),0.3%
2019/12/11,USD,CPI (YoY)  (Nov),2.1%
2019/12/11,USD,Crude Oil Inventories,0.822M
2019/12/12,USD,FOMC Economic Projections,
2019/12/12,USD,FOMC Statement,
2019/12/12,USD,Fed Interest Rate Decision,1.75%
2019/12/12,USD,FOMC Press Conference,
2019/12/12,EUR,Deposit Facility Rate  (Dec),-0.50%
2019/12/12,EUR,ECB Interest Rate Decision  (Dec),0.00%
2019/12/12,USD,Initial Jobless Claims,252K
2019/12/12,USD,PPI (MoM)  (Nov),0.0%
2019/12/12,EUR,ECB Press Conference,
2019/12/13,USD,Core Retail Sales (MoM)  (Nov),0.1%
2019/12/13,USD,Retail Sales (MoM)  (Nov),0.2%
2019/12/16,USD,S&P Global Manufacturing PMI  (Dec),52.5
2019/12/16,USD,S&P Global Services PMI  (Dec),52.2
2019/12/17,USD,JOLTS Job Openings  (Oct),7.267M
2019/12/18,GBP,BoE Gov Carney Speaks,
2019/12/18,GBP,CPI (YoY)  (Nov),1.5%
2019/12/18,EUR,CPI (YoY)  (Nov),1.0%
2019/12/18,USD,Crude Oil Inventories,-1.085M
2019/12/19,JPY,BoJ Interest Rate Decision,-0.10%
2019/12/19,GBP,BoE Interest Rate Decision  (Dec),0.75%
2019/12/19,USD,Initial Jobless Claims,234K
2019/12/19,USD,Philadelphia Fed Manufacturing Index  (Dec),0.3
2019/12/19,USD,Existing Home Sales  (Nov),5.35M
2019/12/20,GBP,GDP (QoQ)  (Q3),0.4%
2019/12/20,GBP,GDP (YoY)  (Q3),1.1%
2019/12/20,USD,GDP (QoQ)  (Q3),2.1%
2019/12/20,USD,Core PCE Price Index (YoY)  (Nov),1.6%
2019/12/20,USD,Core PCE Price Index (MoM)  (Nov),0.1%
2019/12/23,USD,Durable Goods Orders (MoM)  (Nov),-2.0%
2019/12/23,USD,New Home Sales  (Nov),719K
2019/12/26,USD,Initial Jobless Claims,222K
2019/12/27,USD,Crude Oil Inventories,-5.474M
2019/12/30,USD,Chicago PMI  (Dec),48.9
2019/12/31,CNY,Manufacturing PMI  (Dec),50.2
2020/01/02,USD,Initial Jobless Claims,222K
2020/01/02,USD,S&P Global Manufacturing PMI  (Dec),52.4
2020/01/03,USD,ISM Manufacturing PMI  (Dec),47.2
2020/01/03,USD,ISM Manufacturing Prices  (Dec),51.7
2020/01/03,USD,Crude Oil Inventories,-11.463M
2020/01/04,USD,FOMC Meeting Minutes,
2020/01/06,USD,S&P Global Services PMI  (Dec),52.8
2020/01/07,EUR,CPI (YoY)  (Dec),1.3%
2020/01/07,USD,ISM Non-Manufacturing PMI  (Dec),55.0
2020/01/07,USD,ISM Non-Manufacturing Prices  (Dec),58.5
2020/01/08,USD,ADP Nonfarm Employment Change  (Dec),202K
2020/01/08,USD,Crude Oil Inventories,1.164M
2020/01/09,GBP,BoE Gov Carney Speaks,
2020/01/09,USD,Initial Jobless Claims,214K
2020/01/10,USD,Average Hourly Earnings (MoM)  (Dec),0.1%
2020/01/10,USD,Nonfarm Payrolls  (Dec),145K
2020/01/10,USD,Unemployment Rate  (Dec),3.5%
2020/01/13,GBP,GDP (MoM),-0.3%
2020/01/13,GBP,GDP (YoY),0.6%
2020/01/14,USD,Core CPI (MoM)  (Dec),0.1%
2020/01/14,USD,CPI (MoM)  (Dec),0.2%
2020/01/14,USD,CPI (YoY)  (Dec),2.3%
2020/01/15,GBP,CPI (YoY)  (Dec),1.3%
2020/01/15,USD,PPI (MoM)  (Dec),0.1%
2020/01/15,USD,Crude Oil Inventories,-2.549M
2020/01/16,USD,Core Retail Sales (MoM)  (Dec),0.7%
2020/01/16,USD,Initial Jobless Claims,204K
2020/01/16,USD,Philadelphia Fed Manufacturing Index  (Jan),17.0
2020/01/16,USD,Retail Sales (MoM)  (Dec),0.3%
2020/01/17,CNY,GDP (YoY)  (Q4),6.0%
2020/01/17,EUR,CPI (YoY)  (Dec),1.3%
2020/01/17,USD,JOLTS Job Openings  (Nov),6.800M
2020/01/21,JPY,BoJ Interest Rate Decision,-0.10%
2020/01/22,USD,Existing Home Sales  (Dec),5.54M
2020/01/23,EUR,Deposit Facility Rate  (Jan),-0.50%
2020/01/23,EUR,ECB Interest Rate Decision  (Jan),0.00%
2020/01/23,USD,Initial Jobless Claims,211K
2020/01/23,EUR,ECB Press Conference,
2020/01/23,USD,Crude Oil Inventories,-0.405M
2020/01/24,USD,S&P Global Manufacturing PMI  (Jan),51.7
2020/01/24,USD,S&P Global Services PMI  (Jan),53.2
2020/01/27,USD,New Home Sales  (Dec),694K
2020/01/28,USD,Durable Goods Orders (MoM)  (Dec),2.4%
2020/01/29,USD,Crude Oil Inventories,3.548M
2020/01/30,USD,FOMC Statement,
2020/01/30,USD,Fed Interest Rate Decision,1.75%
2020/01/30,USD,FOMC Press Conference,
2020/01/30,GBP,BoE Inflation Report,
2020/01/30,GBP,BoE Interest Rate Decision  (Jan),0.75%
2020/01/30,GBP,BoE Gov Carney Speaks,
2020/01/30,USD,GDP (QoQ)  (Q4),2.1%
2020/01/30,USD,Initial Jobless Claims,216K
2020/01/31,CNY,Manufacturing PMI  (Jan),50.0
2020/01/31,EUR,CPI (YoY)  (Jan),1.4%
2020/01/31,USD,Core PCE Price Index (YoY)  (Dec),1.6%
2020/01/31,USD,Core PCE Price Index (MoM)  (Dec),0.2%
2020/01/31,USD,Chicago PMI  (Jan),42.9
2020/02/03,USD,S&P Global Manufacturing PMI  (Jan),51.9
2020/02/03,USD,ISM Manufacturing PMI  (Jan),50.9
2020/02/03,USD,ISM Manufacturing Prices  (Jan),53.3
2020/02/05,USD,ADP Nonfarm Employment Change  (Jan),291K
2020/02/05,USD,S&P Global Services PMI  (Jan),53.4
2020/02/05,USD,ISM Non-Manufacturing PMI  (Jan),55.5
2020/02/05,USD,ISM Non-Manufacturing Prices  (Jan),55.5
2020/02/05,USD,Crude Oil Inventories,3.355M
2020/02/06,USD,Initial Jobless Claims,202K
2020/02/07,USD,Average Hourly Earnings (MoM)  (Jan),0.2%
2020/02/07,USD,Nonfarm Payrolls  (Jan),225K
2020/02/07,USD,Unemployment Rate  (Jan),3.6%
2020/02/11,GBP,GDP (MoM),0.3%
2020/02/11,GBP,GDP (YoY)  (Q4),1.1%
2020/02/11,GBP,GDP (QoQ)  (Q4),0.0%
2020/02/11,USD,Fed Chair Powell Testifies,
2020/02/11,USD,JOLTS Job Openings  (Dec),6.423M
2020/02/11,GBP,BoE Gov Carney Speaks,
2020/02/12,GBP,Autumn Forecast Statement,
2020/02/12,USD,Fed Chair Powell Testifies,
2020/02/12,USD,Crude Oil Inventories,7.459M
2020/02/13,USD,Core CPI (MoM)  (Jan),0.2%
2020/02/13,USD,CPI (MoM)  (Jan),0.1%
2020/02/13,USD,CPI (YoY)  (Jan),2.5%
2020/02/13,USD,Initial Jobless Claims,205K
2020/02/14,USD,Core Retail Sales (MoM)  (Jan),0.3%
2020/02/14,USD,Retail Sales (MoM)  (Jan),0.3%
2020/02/17,JPY,GDP (QoQ)  (Q4),-1.6%
2020/02/19,GBP,CPI (YoY)  (Jan),1.8%
2020/02/19,USD,PPI (MoM)  (Jan),0.5%
2020/02/20,USD,FOMC Meeting Minutes,
2020/02/20,USD,Initial Jobless Claims,210K
2020/02/20,USD,Philadelphia Fed Manufacturing Index  (Feb),36.7
2020/02/20,USD,Crude Oil Inventories,0.414M
2020/02/21,EUR,CPI (YoY)  (Jan),1.4%
2020/02/21,USD,S&P Global Manufacturing PMI  (Feb),50.8
2020/02/21,USD,S&P Global Services PMI  (Feb),49.4
2020/02/21,USD,Existing Home Sales  (Jan),5.46M
2020/02/26,USD,New Home Sales  (Jan),764K
2020/02/26,USD,Crude Oil Inventories,0.452M
2020/02/27,USD,Durable Goods Orders (MoM)  (Jan),-0.2%
2020/02/27,USD,GDP (QoQ)  (Q4),2.1%
2020/02/27,USD,Initial Jobless Claims,219K
2020/02/28,USD,Core PCE Price Index (MoM)  (Jan),0.1%
2020/02/28,USD,Core PCE Price Index (YoY)  (Jan),1.6%
2020/02/28,USD,Chicago PMI  (Feb),49.0
2020/02/29,CNY,Manufacturing PMI  (Feb),35.7
2020/03/02,USD,S&P Global Manufacturing PMI  (Feb),50.7
2020/03/02,USD,ISM Manufacturing PMI  (Feb),50.1
2020/03/02,USD,ISM Manufacturing Prices  (Feb),45.9
2020/03/03,EUR,CPI (YoY)  (Feb),1.2%
2020/03/03,USD,Fed Interest Rate Decision,1.25%
2020/03/04,USD,ADP Nonfarm Employment Change  (Feb),183K
2020/03/04,USD,S&P Global Services PMI  (Feb),49.4
2020/03/04,USD,ISM Non-Manufacturing PMI  (Feb),57.3
2020/03/04,USD,ISM Non-Manufacturing Prices  (Feb),50.8
2020/03/04,USD,Crude Oil Inventories,0.785M
2020/03/05,USD,Initial Jobless Claims,216K
2020/03/06,GBP,BoE Gov Carney Speaks,
2020/03/06,USD,Nonfarm Payrolls  (Feb),273K
2020/03/06,USD,Average Hourly Earnings (MoM)  (Feb),0.3%
2020/03/06,USD,Unemployment Rate  (Feb),3.5%
2020/03/09,JPY,GDP (QoQ)  (Q4),-1.8%
2020/03/11,GBP,BoE Interest Rate Decision  (Mar),0.25%
2020/03/11,GBP,BoE Gov Carney Speaks,
2020/03/11,GBP,BoE Press Conference,
2020/03/11,GBP,GDP (YoY),0.6%
2020/03/11,GBP,GDP (MoM),0.0%
2020/03/11,GBP,Autumn Forecast Statement,
2020/03/11,GBP,Spring Forecast Statement,
2020/03/11,USD,Core CPI (MoM)  (Feb),0.2%
2020/03/11,USD,CPI (YoY)  (Feb),2.3%
2020/03/11,USD,CPI (MoM)  (Feb),0.1%
2020/03/11,USD,Crude Oil Inventories,7.664M
2020/03/12,USD,Initial Jobless Claims,211K
2020/03/12,USD,PPI (MoM)  (Feb),-0.6%
2020/03/12,EUR,Deposit Facility Rate  (Mar),-0.50%
2020/03/12,EUR,ECB Interest Rate Decision  (Mar),0.00%
2020/03/12,EUR,ECB Press Conference,
2020/03/16,USD,FOMC Statement,
2020/03/16,USD,Fed Interest Rate Decision,0.25%
2020/03/16,USD,FOMC Press Conference,
2020/03/16,JPY,BoJ Interest Rate Decision,-0.10%
2020/03/17,USD,Core Retail Sales (MoM)  (Feb),-0.4%
2020/03/17,USD,Retail Sales (MoM)  (Feb),-0.5%
2020/03/17,USD,JOLTS Job Openings  (Jan),6.963M
2020/03/18,EUR,CPI (YoY)  (Feb),1.2%
2020/03/18,USD,Crude Oil Inventories,1.954M
2020/03/19,GBP,BoE Interest Rate Decision  (Mar),0.10%
2020/03/19,USD,Initial Jobless Claims,281K
2020/03/19,USD,Philadelphia Fed Manufacturing Index  (Mar),-12.7
2020/03/20,USD,Existing Home Sales  (Feb),5.77M
2020/03/24,USD,S&P Global Manufacturing PMI  (Mar),49.2
2020/03/24,USD,S&P Global Services PMI  (Mar),39.1
2020/03/24,USD,New Home Sales  (Feb),765K
2020/03/25,GBP,CPI (YoY)  (Feb),1.7%
2020/03/25,USD,Durable Goods Orders (MoM)  (Feb),1.2%
2020/03/25,USD,Crude Oil Inventories,1.623M
2020/03/26,USD,Fed Chair Powell Speaks,
2020/03/26,GBP,BoE Interest Rate Decision  (Mar),0.10%
2020/03/26,USD,GDP (QoQ)  (Q4),2.1%
2020/03/26,USD,Initial Jobless Claims,"3,283K"
2020/03/27,USD,Core PCE Price Index (MoM)  (Feb),0.2%
2020/03/27,USD,Core PCE Price Index (YoY)  (Feb),1.8%
2020/03/31,CNY,Manufacturing PMI  (Mar),52.0
2020/03/31,GBP,GDP (QoQ)  (Q4),0.0%
2020/03/31,GBP,GDP (YoY)  (Q4),1.1%
2020/03/31,EUR,CPI (YoY)  (Mar),0.7%
2020/03/31,USD,Chicago PMI  (Mar),47.8
2020/04/01,USD,ADP Nonfarm Employment Change  (Mar),-27K
2020/04/01,USD,S&P Global Manufacturing PMI  (Mar),48.5
2020/04/01,USD,ISM Manufacturing PMI  (Mar),49.1
2020/04/01,USD,ISM Manufacturing Prices  (Mar),37.4
2020/04/01,USD,Crude Oil Inventories,13.834M
2020/04/02,USD,Initial Jobless Claims,"6,648K"
2020/04/03,USD,Average Hourly Earnings (MoM)  (Mar),0.4%
2020/04/03,USD,Nonfarm Payrolls  (Mar),-701K
2020/04/03,USD,Unemployment Rate  (Mar),4.4%
2020/04/03,USD,S&P Global Services PMI  (Mar),39.8
2020/04/03,USD,ISM Non-Manufacturing PMI  (Mar),52.5
2020/04/03,USD,ISM Non-Manufacturing Prices  (Mar),50.0
2020/04/07,USD,JOLTS Job Openings  (Feb),6.882M
2020/04/08,USD,Crude Oil Inventories,15.177M
2020/04/09,USD,FOMC Meeting Minutes,
2020/04/09,GBP,GDP (MoM),-0.1%
2020/04/09,GBP,GDP (YoY),0.3%
2020/04/09,USD,Initial Jobless Claims,"6,606K"
2020/04/09,USD,PPI (MoM)  (Mar),-0.2%
2020/04/09,USD,Fed Chair Powell Speaks,
2020/04/10,USD,Core CPI (MoM)  (Mar),-0.1%
2020/04/10,USD,CPI (MoM)  (Mar),-0.4%
2020/04/10,USD,CPI (YoY)  (Mar),1.5%
2020/04/15,USD,Core Retail Sales (MoM)  (Mar),-4.5%
2020/04/15,USD,Retail Sales (MoM)  (Mar),-8.7%
2020/04/15,USD,Crude Oil Inventories,19.248M
2020/04/16,USD,Initial Jobless Claims,"5,245K"
2020/04/16,USD,Philadelphia Fed Manufacturing Index  (Apr),-56.6
2020/04/17,CNY,GDP (YoY)  (Q1),-6.8%
2020/04/17,EUR,CPI (YoY)  (Mar),0.7%
2020/04/21,USD,Existing Home Sales  (Mar),5.27M
2020/04/22,GBP,CPI (YoY)  (Mar),1.5%
2020/04/22,USD,Crude Oil Inventories,15.022M
2020/04/23,USD,Initial Jobless Claims,"4,427K"
2020/04/23,USD,S&P Global Manufacturing PMI  (Apr),36.9
2020/04/23,USD,S&P Global Services PMI  (Apr),27.0
2020/04/23,USD,New Home Sales  (Mar),627K
2020/04/24,USD,Durable Goods Orders (MoM)  (Mar),-14.4%
2020/04/27,JPY,BoJ Interest Rate Decision,-0.10%
2020/04/29,USD,GDP (QoQ)  (Q1),-4.8%
