Tanggal,Mata Uang,Event,Aktual
2019/11/11,JPY,Adjusted Current Account,1.49T
2019/11/11,JPY,Current Account n.s.a.  (Sep),1.613T
2019/11/11,GBP,Investing.com GBP/USD Index,38.4%
2019/11/11,USD,Investing.com Gold Index,58.2%
2019/11/11,JPY,Investing.com USD/JPY Index,52.8%
2019/11/11,CNY,New Loans,661.3B
2019/11/11,GBP,Business Investment (QoQ)  (Q3),0.0%
2019/11/11,GBP,GDP (MoM),-0.1%
2019/11/11,GBP,GDP (YoY)  (Q3),1.0%
2019/11/11,GBP,GDP (QoQ)  (Q3),0.3%
2019/11/11,GBP,Industrial Production (MoM)  (Sep),-0.3%
2019/11/11,GBP,Manufacturing Production (MoM)  (Sep),-0.4%
2019/11/11,GBP,Monthly GDP 3M/3M Change,0.3%
2019/11/11,GBP,Trade Balance  (Sep),-12.54B
2019/11/11,GBP,Trade Balance Non-EU  (Sep),-4.03B
2019/11/11,GBP,NIESR GDP Estimate,0.1%
2019/11/11,GBP,NIESR Monthly GDP Tracker,0.1%
2019/11/12,GBP,Average Earnings Index +Bonus  (Sep),3.6%
2019/11/12,GBP,Claimant Count Change  (Oct),33.0K
2019/11/12,GBP,Employment Change 3M/3M (MoM)  (Sep),-58K
2019/11/12,GBP,Unemployment Rate  (Sep),3.8%
2019/11/12,EUR,German ZEW Current Conditions  (Nov),-24.7
2019/11/12,EUR,German ZEW Economic Sentiment  (Nov),-2.1
2019/11/12,USD,FOMC Member Clarida Speaks,
2019/11/13,USD,U.S. President Trump Speaks,
2019/11/13,USD,FOMC Member Harker Speaks,
2019/11/13,USD,FOMC Member Kashkari Speaks,
2019/11/13,GBP,CPIH (YoY),1.5%
2019/11/13,EUR,German CPI (YoY)  (Oct),1.1%
2019/11/13,EUR,German CPI (MoM)  (Oct),0.1%
2019/11/13,GBP,CPI (YoY)  (Oct),1.5%
2019/11/13,GBP,CPI (MoM)  (Oct),-0.2%
2019/11/13,GBP,PPI Input (MoM)  (Oct),-1.3%
2019/11/13,EUR,German 10-Year Bund Auction,-0.290%
2019/11/13,USD,Core CPI (MoM)  (Oct),0.2%
2019/11/13,USD,Core CPI (YoY)  (Oct),2.3%
2019/11/13,USD,CPI (MoM)  (Oct),0.4%
2019/11/13,USD,CPI (YoY)  (Oct),1.8%
2019/11/13,USD,Fed Chair Powell Testifies,
2019/11/14,USD,FOMC Member Kashkari Speaks,
2019/11/14,USD,Federal Budget Balance  (Oct),-134.0B
2019/11/14,USD,Fed's Balance Sheet,"4,047.88B"
2019/11/14,USD,API Weekly Crude Oil Stock,-0.500M
2019/11/14,JPY,GDP (QoQ)  (Q3),0.1%
2019/11/14,JPY,GDP (YoY)  (Q3),0.2%
2019/11/14,JPY,GDP Price Index (YoY),0.6%
2019/11/14,CNY,Fixed Asset Investment (YoY)  (Oct),5.2%
2019/11/14,CNY,Industrial Production (YoY)  (Oct),4.7%
2019/11/14,CNY,Chinese Industrial Production YTD  (YoY)  (Oct),5.6%
2019/11/14,CNY,Chinese Unemployment Rate,5.1%
2019/11/14,JPY,Tertiary Industry Activity Index (MoM),1.8%
2019/11/14,EUR,German GDP (YoY)  (Q3),1.0%
2019/11/14,EUR,German GDP (QoQ)  (Q3),0.1%
2019/11/14,GBP,Core Retail Sales (YoY)  (Oct),2.7%
2019/11/14,GBP,Core Retail Sales (MoM)  (Oct),-0.3%
2019/11/14,GBP,Retail Sales (YoY)  (Oct),3.1%
2019/11/14,GBP,Retail Sales (MoM)  (Oct),-0.1%
2019/11/14,USD,FOMC Member Quarles Speaks,
2019/11/14,USD,OPEC Monthly Report,
2019/11/14,USD,Continuing Jobless Claims,"1,683K"
2019/11/14,USD,Core PPI (MoM)  (Oct),0.3%
2019/11/14,USD,Initial Jobless Claims,225K
2019/11/14,USD,PPI (MoM)  (Oct),0.4%
2019/11/14,USD,FOMC Member Clarida Speaks,
2019/11/14,USD,Fed Chair Powell Testifies,
2019/11/14,USD,Crude Oil Inventories,2.219M
2019/11/14,USD,Cushing Crude Oil Inventories,-1.229M
2019/11/14,USD,FOMC Member Daly Speaks,
2019/11/15,USD,FOMC Member Williams Speaks,
2019/11/15,USD,FOMC Member Bullard Speaks,
2019/11/15,JPY,Industrial Production (MoM)  (Sep),1.7%
2019/11/15,USD,IEA Monthly Report,
2019/11/15,USD,Core Retail Sales (MoM)  (Oct),0.2%
2019/11/15,USD,Export Price Index (MoM)  (Oct),-0.1%
2019/11/15,USD,Import Price Index (MoM)  (Oct),-0.5%
2019/11/15,USD,NY Empire State Manufacturing Index  (Nov),2.90
2019/11/15,USD,Retail Control (MoM)  (Oct),0.3%
2019/11/15,USD,Retail Sales (MoM)  (Oct),0.3%
2019/11/15,USD,Industrial Production (MoM)  (Oct),-0.8%
2019/11/15,USD,Industrial Production (YoY)  (Oct),-1.13%
2019/11/15,USD,Business Inventories (MoM)  (Sep),0.0%
2019/11/15,USD,Retail Inventories Ex Auto  (Sep),0.2%
2019/11/16,USD,U.S. Baker Hughes Oil Rig Count,674
2019/11/16,USD,U.S. Baker Hughes Total Rig Count,806
2019/11/16,GBP,CFTC GBP speculative net positions,-28.1K
2019/11/16,USD,CFTC Crude Oil speculative net positions,424.6K
2019/11/16,USD,CFTC Gold speculative net positions,267.1K
2019/11/16,USD,CFTC Nasdaq 100 speculative net positions,39.9K
2019/11/16,USD,CFTC S&P 500 speculative net positions,10.0K
2019/11/16,JPY,CFTC JPY speculative net positions,-35.0K
2019/11/18,GBP,Investing.com GBP/USD Index,35.3%
2019/11/18,USD,Investing.com Gold Index,56.0%
2019/11/18,JPY,Investing.com USD/JPY Index,55.1%
2019/11/19,USD,FOMC Member Mester Speaks,
2019/11/19,USD,TIC Net Long-Term Transactions  (Sep),49.5B
2019/11/19,USD,Building Permits  (Oct),1.461M
2019/11/19,USD,Housing Starts  (Oct),1.314M
2019/11/19,USD,Housing Starts (MoM)  (Oct),3.8%
2019/11/19,USD,FOMC Member Williams Speaks,
2019/11/20,USD,API Weekly Crude Oil Stock,5.954M
2019/11/20,JPY,Adjusted Trade Balance,-0.03T
2019/11/20,JPY,Exports (YoY)  (Oct),-9.2%
2019/11/20,JPY,Trade Balance  (Oct),17.3B
2019/11/20,CNY,PBoC Loan Prime Rate,4.15%
2019/11/20,EUR,German PPI (MoM)  (Oct),-0.2%
2019/11/20,USD,Crude Oil Inventories,1.379M
2019/11/20,USD,Cushing Crude Oil Inventories,-2.295M
2019/11/21,USD,FOMC Meeting Minutes,
2019/11/21,USD,Fed's Balance Sheet,"4,030.25B"
2019/11/21,USD,Continuing Jobless Claims,"1,695K"
2019/11/21,USD,FOMC Member Mester Speaks,
2019/11/21,USD,Initial Jobless Claims,227K
2019/11/21,USD,Philadelphia Fed Manufacturing Index  (Nov),10.4
2019/11/21,USD,Philly Fed Employment  (Nov),21.5
2019/11/21,USD,Existing Home Sales (MoM)  (Oct),1.9%
2019/11/21,USD,Existing Home Sales  (Oct),5.46M
2019/11/21,USD,US Leading Index (MoM)  (Oct),-0.1%
2019/11/21,USD,FOMC Member Kashkari Speaks,
2019/11/22,USD,10-Year TIPS Auction,0.149%
2019/11/22,JPY,National Core CPI (YoY)  (Oct),0.4%
2019/11/22,JPY,National CPI (MoM),0.0%
2019/11/22,EUR,German GDP (YoY)  (Q3),1.0%
2019/11/22,EUR,German GDP (QoQ)  (Q3),0.1%
2019/11/22,EUR,German Buba President Weidmann Speaks,
2019/11/22,USD,Michigan 1-Year Inflation Expectations  (Nov),2.5%
2019/11/22,USD,Michigan 5-Year Inflation Expectations  (Nov),2.50%
2019/11/22,USD,Michigan Consumer Expectations  (Nov),87.3
2019/11/22,USD,Michigan Consumer Sentiment  (Nov),96.8
2019/11/23,USD,U.S. Baker Hughes Oil Rig Count,671
2019/11/23,USD,U.S. Baker Hughes Total Rig Count,803
2019/11/23,GBP,CFTC GBP speculative net positions,-31.9K
2019/11/23,USD,CFTC Crude Oil speculative net positions,430.0K
2019/11/23,USD,CFTC Gold speculative net positions,285.9K
2019/11/23,USD,CFTC Nasdaq 100 speculative net positions,34.6K
2019/11/23,USD,CFTC S&P 500 speculative net positions,-8.4K
2019/11/23,JPY,CFTC JPY speculative net positions,-35.0K
2019/11/23,USD,Treasury Department Report,
2019/11/25,GBP,Investing.com GBP/USD Index,37.5%
2019/11/25,USD,Investing.com Gold Index,60.7%
2019/11/25,JPY,Investing.com USD/JPY Index,51.3%
2019/11/25,EUR,German Business Expectations  (Nov),92.1
2019/11/25,EUR,German Current Assessment  (Nov),97.9
2019/11/25,EUR,German Ifo Business Climate Index  (Nov),95.0
2019/11/26,USD,2-Year Note Auction,1.601%
2019/11/26,USD,Fed Chair Powell Speaks,
2019/11/26,JPY,BoJ Core CPI (YoY),0.3%
2019/11/26,EUR,GfK German Consumer Climate  (Dec),9.7
2019/11/26,GBP,Gross Mortgage Approvals,41.2K
2019/11/26,USD,Goods Trade Balance  (Oct),-66.53B
2019/11/26,USD,Retail Inventories Ex Auto  (Oct),0.6%
2019/11/26,USD,S&P/CS HPI Composite - 20 n.s.a. (YoY)  (Sep),2.1%
2019/11/26,USD,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Sep),0.1%
2019/11/26,USD,CB Consumer Confidence  (Nov),125.5
2019/11/26,USD,New Home Sales (MoM)  (Oct),-0.7%
2019/11/26,USD,New Home Sales  (Oct),733K
2019/11/27,USD,5-Year Note Auction,1.587%
2019/11/27,USD,FOMC Member Brainard Speaks,
2019/11/27,USD,API Weekly Crude Oil Stock,3.639M
2019/11/27,GBP,BoE MPC Treasury Committee Hearings,
2019/11/27,USD,Cap Goods Ship Non Defense Ex Air (MoM),0.8%
2019/11/27,USD,Continuing Jobless Claims,"1,640K"
2019/11/27,USD,Core Durable Goods Orders (MoM)  (Oct),0.6%
2019/11/27,USD,Core PCE Prices  (Q3),2.10%
2019/11/27,USD,Durable Goods Orders (MoM)  (Oct),0.6%
2019/11/27,USD,GDP (QoQ)  (Q3),2.1%
2019/11/27,USD,GDP Price Index (QoQ)  (Q3),1.7%
2019/11/27,USD,Initial Jobless Claims,213K
2019/11/27,USD,Chicago PMI  (Nov),46.3
2019/11/27,USD,Core PCE Price Index (MoM)  (Oct),0.1%
2019/11/27,USD,Core PCE Price Index (YoY)  (Oct),1.6%
2019/11/27,USD,PCE price index (MoM)  (Oct),0.2%
2019/11/27,USD,PCE Price index (YoY)  (Oct),1.3
2019/11/27,USD,Pending Home Sales (MoM)  (Oct),-1.7%
2019/11/27,USD,Personal Spending (MoM)  (Oct),0.3%
2019/11/27,USD,Crude Oil Inventories,1.572M
2019/11/27,USD,Cushing Crude Oil Inventories,-0.097M
2019/11/27,USD,7-Year Note Auction,1.719%
2019/11/28,USD,U.S. Baker Hughes Oil Rig Count,668
2019/11/28,USD,U.S. Baker Hughes Total Rig Count,802
2019/11/28,USD,Beige Book,
2019/11/28,USD,Fed's Balance Sheet,"4,052.88B"
2019/11/28,GBP,Nationwide HPI (YoY)  (Nov),0.8%
2019/11/28,GBP,Nationwide HPI (MoM)  (Nov),0.5%
2019/11/28,EUR,German CPI (YoY)  (Nov),1.1%
2019/11/28,EUR,German CPI (MoM)  (Nov),-0.8%
2019/11/29,EUR,German Buba President Weidmann Speaks,
2019/11/29,JPY,Tokyo Core CPI (YoY)  (Nov),0.6%
2019/11/29,JPY,Industrial Production (MoM)  (Oct),-4.2%
2019/11/29,EUR,German Retail Sales (MoM)  (Oct),-1.9%
2019/11/29,EUR,German Unemployment Change  (Nov),-16K
2019/11/29,EUR,German Unemployment Rate  (Nov),5.0%
2019/11/30,CNY,Chinese Composite PMI  (Nov),53.7
2019/11/30,CNY,Manufacturing PMI  (Nov),50.2
2019/11/30,CNY,Non-Manufacturing PMI  (Nov),54.4
2019/12/02,JPY,Capital Spending (YoY)  (Q3),7.1%
2019/12/02,USD,Construction Spending (MoM)  (Oct),-0.8%
2019/12/02,USD,ISM Manufacturing Employment  (Nov),46.6
2019/12/02,USD,ISM Manufacturing PMI  (Nov),48.1
2019/12/02,USD,ISM Manufacturing Prices  (Nov),46.7
2019/12/03,GBP,CFTC GBP speculative net positions,-36.6K
2019/12/03,USD,CFTC Crude Oil speculative net positions,470.9K
2019/12/03,USD,CFTC Gold speculative net positions,271.6K
2019/12/03,USD,CFTC Nasdaq 100 speculative net positions,33.3K
2019/12/03,USD,CFTC S&P 500 speculative net positions,-16.8K
2019/12/03,JPY,CFTC JPY speculative net positions,-39.6K
2019/12/03,GBP,BRC Retail Sales Monitor (YoY)  (Nov),-4.9%
2019/12/03,JPY,10-Year JGB Auction,-0.042%
2019/12/03,GBP,Investing.com GBP/USD Index,30.0%
2019/12/03,USD,Investing.com Gold Index,50.7%
2019/12/03,JPY,Investing.com USD/JPY Index,50.3%
2019/12/03,GBP,BoE MPC Treasury Committee Hearings,
2019/12/04,USD,API Weekly Crude Oil Stock,-3.720M
2019/12/04,EUR,German 10-Year Bund Auction,-0.330%
2019/12/04,USD,ADP Nonfarm Employment Change  (Nov),67K
2019/12/04,USD,Seevol Cushing Storage Report,0.210M
2019/12/04,USD,FOMC Member Quarles Speaks,
2019/12/04,USD,ISM Non-Manufacturing Employment  (Nov),55.5
2019/12/04,USD,ISM Non-Manufacturing PMI  (Nov),53.9
2019/12/04,USD,ISM Non-Manufacturing Prices  (Nov),58.5
2019/12/04,USD,Crude Oil Inventories,-4.856M
2019/12/04,USD,Cushing Crude Oil Inventories,-0.302M
2019/12/05,USD,Fed's Balance Sheet,"4,065.70B"
2019/12/05,JPY,BOJ Board Member Harada Speaks,
2019/12/05,EUR,German Factory Orders (MoM)  (Oct),-0.4%
2019/12/05,USD,OPEC Meeting,
2019/12/05,USD,Continuing Jobless Claims,"1,693K"
2019/12/05,USD,Exports,207.00B
2019/12/05,USD,Imports,254.00B
2019/12/05,USD,Initial Jobless Claims,203K
2019/12/05,USD,Trade Balance  (Oct),-47.20B
2019/12/05,USD,Cap Goods Ship Non Defense Ex Air (MoM),0.8%
2019/12/05,USD,Factory Orders (MoM)  (Oct),0.3%
2019/12/05,USD,FOMC Member Quarles Speaks,
2019/12/06,JPY,Household Spending (MoM)  (Oct),-11.5%
2019/12/06,JPY,Household Spending (YoY)  (Oct),-5.1%
2019/12/06,EUR,German Industrial Production (MoM)  (Oct),-1.7%
2019/12/06,GBP,Halifax House Price Index (YoY),2.1%
2019/12/06,GBP,Halifax House Price Index (MoM)  (Nov),1.0%
2019/12/06,USD,Average Hourly Earnings (MoM)  (Nov),0.2%
2019/12/06,USD,Average Hourly Earnings (YoY) (YoY)  (Nov),3.1%
2019/12/06,USD,Nonfarm Payrolls  (Nov),266K
2019/12/06,USD,Participation Rate  (Nov),63.2%
2019/12/06,USD,Private Nonfarm Payrolls  (Nov),254K
2019/12/06,USD,U6 Unemployment Rate  (Nov),6.9%
2019/12/06,USD,Unemployment Rate  (Nov),3.5%
2019/12/06,USD,Michigan 1-Year Inflation Expectations  (Dec),2.4%
2019/12/06,USD,Michigan 5-Year Inflation Expectations  (Dec),2.30%
2019/12/06,USD,Michigan Consumer Expectations  (Dec),88.9
2019/12/06,USD,Michigan Consumer Sentiment  (Dec),99.2
2019/12/07,USD,U.S. Baker Hughes Oil Rig Count,663
2019/12/07,USD,U.S. Baker Hughes Total Rig Count,799
2019/12/07,GBP,CFTC GBP speculative net positions,-30.1K
2019/12/07,USD,CFTC Crude Oil speculative net positions,428.0K
2019/12/07,USD,CFTC Gold speculative net positions,290.7K
2019/12/07,USD,CFTC Nasdaq 100 speculative net positions,22.1K
2019/12/07,USD,CFTC S&P 500 speculative net positions,-39.0K
2019/12/07,JPY,CFTC JPY speculative net positions,-47.8K
2019/12/07,USD,Consumer Credit  (Oct),18.91B
2019/12/08,CNY,Exports (YoY),-1.1%
2019/12/08,CNY,Imports (YoY),0.3%
2019/12/08,CNY,Trade Balance (USD),38.73B
2019/12/09,JPY,Adjusted Current Account,1.73T
2019/12/09,JPY,Current Account n.s.a.  (Oct),1.817T
2019/12/09,JPY,GDP (YoY)  (Q3),1.8%
2019/12/09,JPY,GDP (QoQ)  (Q3),0.4%
2019/12/09,JPY,GDP Price Index (YoY),0.6%
2019/12/09,GBP,Investing.com GBP/USD Index,34.4%
2019/12/09,USD,Investing.com Gold Index,61.5%
2019/12/09,JPY,Investing.com USD/JPY Index,62.0%
2019/12/09,EUR,German Trade Balance  (Oct),20.6B
2019/12/10,USD,3-Year Note Auction,1.632%
2019/12/10,CNY,CPI (YoY)  (Nov),4.5%
2019/12/10,CNY,CPI (MoM)  (Nov),0.4%
2019/12/10,CNY,PPI (YoY)  (Nov),-1.4%
2019/12/10,CNY,New Loans,"1,390.0B"
2019/12/10,GBP,GDP (MoM),0.0%
2019/12/10,GBP,GDP (YoY)  (Q3),0.7%
2019/12/10,GBP,Industrial Production (MoM)  (Oct),0.1%
2019/12/10,GBP,Manufacturing Production (MoM)  (Oct),0.2%
2019/12/10,GBP,Monthly GDP 3M/3M Change,0.0%
2019/12/10,GBP,Trade Balance  (Oct),-14.49B
2019/12/10,GBP,Trade Balance Non-EU  (Oct),-5.73B
2019/12/10,EUR,German ZEW Current Conditions  (Dec),-19.9
2019/12/10,EUR,German ZEW Economic Sentiment  (Dec),10.7
2019/12/10,USD,Nonfarm Productivity (QoQ)  (Q3),-0.2%
2019/12/10,USD,Unit Labor Costs (QoQ)  (Q3),2.5%
2019/12/10,GBP,NIESR GDP Estimate,0.0%
2019/12/11,USD,WASDE Report,
2019/12/11,USD,10-Year Note Auction,1.842%
2019/12/11,USD,API Weekly Crude Oil Stock,1.410M
2019/12/11,JPY,BSI Large Manufacturing Conditions  (Q4),-7.8
2019/12/11,USD,OPEC Monthly Report,
2019/12/11,USD,Core CPI (YoY)  (Nov),2.3%
2019/12/11,USD,Core CPI (MoM)  (Nov),0.2%
2019/12/11,USD,CPI (YoY)  (Nov),2.1%
2019/12/11,USD,CPI (MoM)  (Nov),0.3%
2019/12/11,USD,Seevol Cushing Storage Report,-3.540M
2019/12/11,USD,Crude Oil Inventories,0.822M
2019/12/11,USD,Cushing Crude Oil Inventories,-3.393M
2019/12/12,USD,Federal Budget Balance  (Nov),-209.0B
2019/12/12,USD,Interest Rate Projection - 1st Yr  (Q4),1.60
2019/12/12,USD,Interest Rate Projection - 2nd Yr  (Q4),1.9
2019/12/12,USD,Interest Rate Projection - 3rd Yr  (Q4),2.1
2019/12/12,USD,Interest Rate Projection - Current  (Q4),1.6
2019/12/12,USD,Interest Rate Projection - Longer  (Q4),2.5
2019/12/12,USD,FOMC Economic Projections,
2019/12/12,USD,FOMC Statement,
2019/12/12,USD,Fed Interest Rate Decision,1.75%
2019/12/12,USD,FOMC Press Conference,
2019/12/12,USD,Fed's Balance Sheet,"4,095.49B"
2019/12/12,JPY,BOJ Deputy Governor Amamiya Speaks,
2019/12/12,EUR,German CPI (MoM)  (Nov),-0.8%
2019/12/12,EUR,German CPI (YoY)  (Nov),1.1%
2019/12/12,USD,IEA Monthly Report,
2019/12/12,GBP,U.K. General Election,
2019/12/12,USD,Continuing Jobless Claims,"1,667K"
2019/12/12,USD,Core PPI (MoM)  (Nov),-0.2%
2019/12/12,USD,Initial Jobless Claims,252K
2019/12/12,USD,PPI (MoM)  (Nov),0.0%
2019/12/13,USD,30-Year Bond Auction,2.307%
2019/12/13,JPY,Tankan All Big Industry CAPEX  (Q4),6.8%
2019/12/13,JPY,Tankan Big Manufacturing Outlook Index  (Q4),0
2019/12/13,JPY,Tankan Large Manufacturers Index  (Q4),0
2019/12/13,JPY,Tankan Large Non-Manufacturers Index  (Q4),20
2019/12/13,JPY,Industrial Production (MoM)  (Oct),-4.5%
2019/12/13,USD,Core Retail Sales (MoM)  (Nov),0.1%
2019/12/13,USD,Export Price Index (MoM)  (Nov),0.2%
2019/12/13,USD,Import Price Index (MoM)  (Nov),0.2%
2019/12/13,USD,Retail Control (MoM)  (Nov),0.1%
2019/12/13,USD,Retail Sales (MoM)  (Nov),0.2%
2019/12/13,USD,Business Inventories (MoM)  (Oct),0.2%
2019/12/13,USD,Retail Inventories Ex Auto  (Oct),0.7%
2019/12/13,USD,FOMC Member Williams Speaks,
2019/12/14,USD,U.S. Baker Hughes Oil Rig Count,667
2019/12/14,USD,U.S. Baker Hughes Total Rig Count,799
2019/12/14,GBP,CFTC GBP speculative net positions,-22.6K
2019/12/14,USD,CFTC Crude Oil speculative net positions,495.5K
2019/12/14,USD,CFTC Gold speculative net positions,270.9K
2019/12/14,USD,CFTC Nasdaq 100 speculative net positions,12.2K
2019/12/14,USD,CFTC S&P 500 speculative net positions,-18.7K
2019/12/14,JPY,CFTC JPY speculative net positions,-43.7K
2019/12/16,CNY,Fixed Asset Investment (YoY)  (Nov),5.2%
2019/12/16,CNY,Industrial Production (YoY)  (Nov),6.2%
2019/12/16,CNY,Chinese Industrial Production YTD  (YoY)  (Nov),5.6%
2019/12/16,CNY,Chinese Unemployment Rate,5.1%
2019/12/16,JPY,Tertiary Industry Activity Index (MoM),-4.6%
2019/12/16,GBP,Investing.com GBP/USD Index,40.8%
2019/12/16,USD,Investing.com Gold Index,54.1%
2019/12/16,JPY,Investing.com USD/JPY Index,52.2%
2019/12/16,USD,NY Empire State Manufacturing Index  (Dec),3.50
2019/12/17,GBP,BoE Financial Stability Report,
2019/12/17,USD,TIC Net Long-Term Transactions  (Oct),32.5B
2019/12/17,GBP,Average Earnings Index +Bonus  (Oct),3.2%
2019/12/17,GBP,Claimant Count Change  (Nov),28.8K
2019/12/17,GBP,Employment Change 3M/3M (MoM)  (Oct),24K
2019/12/17,GBP,Unemployment Rate  (Oct),3.8%
2019/12/17,USD,FOMC Member Kaplan Speaks,
2019/12/17,USD,Building Permits  (Nov),1.482M
2019/12/17,USD,Housing Starts (MoM)  (Nov),3.2%
2019/12/17,USD,Housing Starts  (Nov),1.365M
2019/12/17,USD,Industrial Production (MoM)  (Nov),1.1%
2019/12/17,USD,Industrial Production (YoY)  (Nov),-0.75%
2019/12/17,USD,JOLTS Job Openings  (Oct),7.267M
2019/12/18,USD,FOMC Member Rosengren Speaks,
2019/12/18,USD,FOMC Member Williams Speaks,
2019/12/18,GBP,BoE Gov Carney Speaks,
2019/12/18,USD,API Weekly Crude Oil Stock,4.700M
2019/12/18,JPY,Adjusted Trade Balance,-0.06T
2019/12/18,JPY,Exports (YoY)  (Nov),-7.9%
2019/12/18,JPY,Trade Balance  (Nov),-82.1B
2019/12/18,GBP,CPIH (YoY),1.5%
2019/12/18,EUR,German PPI (MoM)  (Nov),0.0%
2019/12/18,EUR,German Business Expectations  (Dec),93.8
2019/12/18,EUR,German Current Assessment  (Dec),98.8
2019/12/18,EUR,German Ifo Business Climate Index  (Dec),96.3
2019/12/18,GBP,CPI (MoM)  (Nov),0.2%
2019/12/18,GBP,CPI (YoY)  (Nov),1.5%
2019/12/18,GBP,PPI Input (MoM)  (Nov),-0.3%
2019/12/18,USD,FOMC Member Brainard Speaks,
2019/12/18,USD,Seevol Cushing Storage Report,-0.520M
2019/12/18,USD,Crude Oil Inventories,-1.085M
2019/12/18,USD,Cushing Crude Oil Inventories,-0.265M
2019/12/19,USD,Fed's Balance Sheet,"4,137.05B"
2019/12/19,JPY,BoJ Monetary Policy Statement,
2019/12/19,JPY,BoJ Interest Rate Decision,-0.10%
2019/12/19,JPY,BoJ Press Conference,
2019/12/19,GBP,Core Retail Sales (YoY)  (Nov),0.8%
2019/12/19,GBP,Core Retail Sales (MoM)  (Nov),-0.6%
2019/12/19,GBP,Retail Sales (YoY)  (Nov),1.0%
2019/12/19,GBP,Retail Sales (MoM)  (Nov),-0.6%
2019/12/19,GBP,BoE MPC vote cut  (Dec),2
2019/12/19,GBP,BoE MPC vote hike  (Dec),0
2019/12/19,GBP,BoE MPC vote unchanged  (Dec),7
2019/12/19,GBP,BoE QE Total  (Dec),435B
2019/12/19,GBP,BoE Interest Rate Decision  (Dec),0.75%
2019/12/19,GBP,BoE MPC Meeting Minutes,
2019/12/19,USD,Continuing Jobless Claims,"1,722K"
2019/12/19,USD,Current Account  (Q3),-124.1B
2019/12/19,USD,Initial Jobless Claims,234K
2019/12/19,USD,Philadelphia Fed Manufacturing Index  (Dec),0.3
2019/12/19,USD,Philly Fed Employment  (Dec),17.8
2019/12/19,USD,Existing Home Sales  (Nov),5.35M
2019/12/19,USD,Existing Home Sales (MoM)  (Nov),-1.7%
2019/12/19,USD,US Leading Index (MoM)  (Nov),0.0%
2019/12/19,USD,5-Year TIPS Auction,0.020%
2019/12/20,JPY,National Core CPI (YoY)  (Nov),0.5%
2019/12/20,JPY,National CPI (MoM),0.2%
2019/12/20,CNY,PBoC Loan Prime Rate,4.15%
2019/12/20,EUR,GfK German Consumer Climate  (Jan),9.6
2019/12/20,GBP,Business Investment (QoQ)  (Q3),0.0%
2019/12/20,GBP,Current Account  (Q3),-15.9B
2019/12/20,GBP,GDP (YoY)  (Q3),1.1%
2019/12/20,GBP,GDP (QoQ)  (Q3),0.4%
2019/12/20,GBP,MPC Member Haskel Speaks,
2019/12/20,USD,Core PCE Prices  (Q3),2.10%
2019/12/20,USD,GDP (QoQ)  (Q3),2.1%
2019/12/20,USD,GDP Price Index (QoQ)  (Q3),1.7%
2019/12/20,USD,Core PCE Price Index (MoM)  (Nov),0.1%
2019/12/20,USD,Core PCE Price Index (YoY)  (Nov),1.6%
2019/12/20,USD,Michigan 1-Year Inflation Expectations  (Dec),2.3%
2019/12/20,USD,Michigan 5-Year Inflation Expectations  (Dec),2.20%
2019/12/20,USD,Michigan Consumer Expectations  (Dec),88.9
2019/12/20,USD,Michigan Consumer Sentiment  (Dec),99.3
2019/12/20,USD,PCE price index (MoM)  (Nov),0.2%
2019/12/20,USD,PCE Price index (YoY)  (Nov),1.5
2019/12/20,USD,Personal Spending (MoM)  (Nov),0.4%
2019/12/21,USD,U.S. Baker Hughes Oil Rig Count,685
2019/12/21,USD,U.S. Baker Hughes Total Rig Count,813
2019/12/21,GBP,CFTC GBP speculative net positions,-22.6K
2019/12/21,USD,CFTC Crude Oil speculative net positions,536.4K
2019/12/21,USD,CFTC Gold speculative net positions,286.3K
2019/12/21,USD,CFTC Nasdaq 100 speculative net positions,12.2K
2019/12/21,USD,CFTC S&P 500 speculative net positions,-18.7K
2019/12/21,JPY,CFTC JPY speculative net positions,-43.7K
2019/12/23,GBP,Investing.com GBP/USD Index,46.8%
2019/12/23,USD,Investing.com Gold Index,57.1%
2019/12/23,JPY,Investing.com USD/JPY Index,49.9%
2019/12/23,USD,Cap Goods Ship Non Defense Ex Air (MoM),-0.3%
2019/12/23,USD,Core Durable Goods Orders (MoM)  (Nov),0.0%
2019/12/23,USD,Durable Goods Orders (MoM)  (Nov),-2.0%
2019/12/23,USD,New Home Sales (MoM)  (Nov),1.3%
2019/12/23,USD,New Home Sales  (Nov),719K
2019/12/24,USD,2-Year Note Auction,1.653%
2019/12/24,JPY,Monetary Policy Meeting Minutes,
2019/12/24,JPY,BoJ Core CPI (YoY),0.2%
2019/12/24,USD,5-Year Note Auction,1.756%
2019/12/25,USD,API Weekly Crude Oil Stock,-7.900M
2019/12/26,USD,Fed's Balance Sheet,"4,165.59B"
2019/12/26,JPY,BoJ Governor Kuroda Speaks,
2019/12/26,USD,Continuing Jobless Claims,"1,719K"
2019/12/26,USD,Initial Jobless Claims,222K
2019/12/27,USD,7-Year Note Auction,1.835%
2019/12/27,JPY,Tokyo Core CPI (YoY)  (Dec),0.8%
2019/12/27,JPY,Industrial Production (MoM)  (Nov),-0.9%
2019/12/27,USD,Seevol Cushing Storage Report,-2.330M
2019/12/27,USD,Crude Oil Inventories,-5.474M
2019/12/27,USD,Cushing Crude Oil Inventories,-2.393M
2019/12/28,USD,U.S. Baker Hughes Oil Rig Count,677
