Judul,Berita,Kategori
"Kisah Sukses Tahu Jeletot Taisi, dari Teras Rumah hingga Punya 600 Mitra di Pulau Jawa","Kisah Sukses Tahu Jeletot Taisi, dari Teras Rumah hingga Punya 600 Mitra di Pulau Jawa
Tim Redaksi
KOMPAS.com – Gorengan menjadi salah satu camilan favorit masyarakat Indonesia. Selain murah, gorengan juga memiliki tekstur krispi dan mudah didapatkan.
Peluang ini dimanfaatkan oleh Rosie Pakpahan, untuk menjalankan usaha gorengan Tahu Jeletot Taisi sejak Februari 2012.
“Saya menjalankan usaha ini sejak masih menjadi karyawan BUMN dan akhirnya memutuskan untuk keluar dari zona aman dan beralih menjalankan bisnis,” ungkap Rosie saat ditemui Kompas.com di pameran IFBC 2023 beberapa saat lalu.
Baca juga: Ketahui 3 Tipe Franchise yang Harus Dihindari Pelaku Usaha
Rosie memilih usaha gorengan, karena dulu saat masih menjadi karyawan ia sering membeli gorengan setiap jam 3 sore untuk melawan rasa kantuk.
“Terpikirlah oleh saya sepertinya bisnis gorengan berpeluang besar, karena semua orang pasti suka gorengan. Bertepatan pada saat tahun 2012 sedang populer tahu pedas. Lalu saya mulai usaha ini dari berjualan di teras rumah” tuturnya.
Sebelum memilih usaha Tahu Jeletot Taisi, Rosie sudah pernah menjalankan berbagai bisnis, seperti usaha sepatu di Blok M, fotokopi, aksesoris handphone, percetakan buku, dan menjadi reseller bisnis gorengan.
“Semuanya bangkrut karena bahan baku tidak terpenuhi dan pemasok tidak dapat menyediakannya untuk kita. Selain itu, sepatu, alat tulis kantor, aksesoris handphone tidak setiap hari dibutuhkan konsumen. Jadi terlintaslah untuk memulai usaha gorengan,” cerita Rosie.
Baca juga: 3 Strategi Marketing untuk Meningkatkan Omzet, Salah Satunya Upselling
Awalnya Rosie menjalankan usaha Tahu Jeletot Taisi di teras rumah, saat masih menjadi karyawan BUMN.
Ia bahkan sempat menggadaikan motor dan meminjam uang kepada mantan atasannya untuk tambahan modal usaha.
Hingga akhirnya, di tahun 2013 saat ia merasa usaha tahu jeletotnya sudah stabil, Rosie memutuskan pensiun dini dan fokus mengurus bisnisnya.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.
Segera lengkapi data dirimu untuk ikutan program #JernihBerkomentar.",umkm
50 Wirausaha Terpilih “Entrepreneur Development 2023” Siap Berkolaborasi,"50 Wirausaha Terpilih “Entrepreneur Development 2023” Siap Berkolaborasi
Editor

JAKARTA, KOMPAS.com - Program Kementerian Koperasi dan UKM (KemenKopUKM), Entrepreneur Development 2023 kini telah memasuki tahapan networking day yang mempertemukan 50 wirausaha terpilih dengan para mitra strategis yang terdiri dari 10 kementerian atau lembaga dan 50 stakeholder.
“Melalui kegiatan ini diharapkan tercipta peluang kerja sama antara para mitra strategis terkait pembiayaan, legalitas, digital marketing, perluasan pasar, dan pengembangan produk dalam rangka keberlanjutan usaha sesuai dengan kebutuhan wirausaha,” ungkap Deputi Bidang Kewirausahaan, KemenKopUKM, Siti Azizah dalam keterangan tertulisnya di Jakarta, Minggu (5/11/2023).
Menurutnya, KemenKopUKM telah melakukan evolusi program yang awalnya berupa ajang bertukar pengalaman menjadi ajang pencapaian target jangka pendek untuk scale up usaha.
Peserta Networking Day telah melalui serangkaian program yang diawali sejak Februari 2023 dengan peserta awal 2.300 wirausaha.
Tujuan dari penyelenggaraan Networking Day adalah menghubungkan wirausaha dengan mitra strategis sesuai dengan kebutuhan keberlanjutan usaha dan menciptakan multiplier effect yang lebih besar untuk lingkungan dan sosial dengan sasaran untuk menumbuhkembangan wirausaha inovatif, kreatif, berbasis teknologi, berkelanjutan dan menciptakan lapangan pekerjaan, juga meningkatkan rasio kewirausahaan nasional.
Baca juga: Kemenkop UKM Gelar Entrepreneur Hub Bali, Teten Masduki Dorong Universitas Cetak Wirausaha
Dari networking day tersebut berhasil terjalin inisiasi keberlanjutan wirausaha dengan beberapa mitra strategis yang terlibat, antara lain aspek pembiayaan dengan Bank Nano Syariah (Sinarmas Group), Bank BJB, Alami Group, Bizhare, dan Aspire; aspek legalitas dengan KontrakHukum; dan aspek digital marketing dengan Boleh Dicoba Digital.
Kemudian aspek perluasan pasar dengan Pendopo – Kawan Lama, Evermos, Universitas Parahyangan, Masyarakat Industri Kreatif Teknologi Informasi dan Komunikasi Indonesia (MIKTI), Telkomsel Corporate Accelerator (TINC), dan Business & Export Development Organization (BEDO); Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi, Pepito Supermarket, Artisan Brand Management AMATI Indonesia, PT Iam Jaya Perkasa, Kumpul, dan Andalin.
Lalu aspek pengembangan produk dengan Asosiasi Alih Teknologi dan Pengembangan Bisnis Indonesia (ALTEK), Kementerian Pertanian, Sampoerna Entrepreneurship Training Center (SETC), Koalisi Ekonomi Membumi, dan Aliansi Desainer Produk Industri Indonesia Jakarta.
“Sebanyak 50 wirausaha terpilih Networking Day memiliki keunggulan sebagai wirausaha inovatif di sektor agrobisnis, jasa dan teknologi, serta kriya. Mereka melakukan showcase dan presentasi bisnis untuk kemudian mengikuti seleksi sehingga terpilih 30 wirausaha terbaik untuk mengikuti kegiatan Appreciation Day yang akan dilaksanakan pada bulan November 2023,” ucap Siti Azizah.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.
Segera lengkapi data dirimu untuk ikutan program #JernihBerkomentar.",umkm
WhatsApp Business Hadir Membuka Peluang Komunikasi Bagi Pelaku UMKM,"WhatsApp Business Hadir Membuka Peluang Komunikasi Bagi Pelaku UMKM
Tim Redaksi

JAKARTA, KOMPAS.com - Tepat pada Rabu (1/11/2023), WhatsApp menyelenggarakan WhatsApp Business Summit Indonesia yang bertempat di The Ritz-Carlton Jakarta, Senayan, Jakarta Selatan.
Melalui acara ini, Kompas.com mendapat sebuah kesempatan khusus untuk berbincang langsung dengan Pieter Lydian, Country Director Meta di Indonesia dan Esther Samboh, Public Policy WhatsApp Indonesia.
Mengawali sesi tanya jawab, Pieter mengatakan dengan hadirnya Meta, WhatsApp dan Instagram di Indonesia sejatinya harus dapat membangun ekosistem yang baik dari perspektif teknologi untuk setiap jenis usaha, baik dalam skala bisnis kecil maupun bisnis besar.
Berdasarkan data, ada lebih dari 600 juta percakapan antara masyarakat dan pelaku bisnis di platform perpesanan Meta yang terjadi setiap harinya di seluruh dunia.
Melihat angka itu, WhatsApp ingin lebih memaksimalkan dan mencakup lebih banyak individu untuk terlibat dalam perbincangan bisnis.
Baca juga: WhatsApp Kenalkan Fitur Baru untuk Dukung UMKM Naik Kelas
“Ini yang ingin kita enable-kan. Semakin banyak percakapan, mudah-mudahan bisnisnya bisa semakin baik,” kata Pieter.
“Kita di sini hadir untuk menghubungkan antara bisnis dengan bisnis, bisnis dengan pasar dan semuanya, yang secara keseluruhan berbasis pada sebuah ekosistem,” sambungnya.
Pieter juga sangat menyadari, jika pelaku UMKM adalah sektor yang paling banyak menyerap tenaga kerja dan merupakan sektor yang berpotensi besar terhadap pertumbuhan ekonomi negara ini. Sebab itu, pihaknya ingin menggandeng dan membantu para pelaku UMKM melalui aplikasi teknologi sederhana.
“Kita mencari cara supaya kita bisa mendorong aplikasi teknologi sederhana ini bisa dipakai untuk memajukan UKM,” jelasnya.
Pada kesempatan yang sama, Esther menambahkan, pada intinya Meta dan WhatsApp ingin berfokus untuk memfasilitasi dan menyediakan media atau sarana untuk mempermudah komunikasi antara konsumen dan pelaku usaha. 
Baca juga: WhatsApp Hadirkan Program Pasar WhatsApp untuk UKM Lokal 
""Ini menjadi fokus kami, agar nantinya komunikasi dan koneksi akan terjalin lebih cepat, dan banyak hal lainnya,"" ungkap Esther
Sebagai bentuk andil Meta dan WhatsApp dalam mendorong digital literacy bagi pelaku UMKM, Meta telah bekerjasama dengan lembaga Kementerian seperti Kementerian Koperasi dan UKM (KemenKop UKM) serta Kementerian Perdagangan (Kemendag) untuk memberi pelatihan kepada lebih dari 30.000 UMKM.
Beberapa waktu yang lalu, WhatsApp telah meluncurkan sebuah inovasi berupa chatbot yang dapat dimanfaatkan para pelaku UMKM sebagai pembekalan pelatihan kewirausahaan yang dapat diakses melalui WhatsApp pribadi.

Artikel ini merupakan bagian dari Lestari KG Media, sebuah inisiatif untuk akselerasi Tujuan Pembangunan Berkelanjutan.














Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.
Segera lengkapi data dirimu untuk ikutan program #JernihBerkomentar.",umkm
"Hasilkan Cuan Banyak, Simak 7 Tips Sukses Memulai Bisnis Boneka","Hasilkan Cuan Banyak, Simak 7 Tips Sukses Memulai Bisnis Boneka
Tim Redaksi

KOMPAS.com - Saat ini, bisnis menjual boneka masih menjadi salah satu peluang usaha yang menjanjikan. Hal ini karena boneka tak hanya digemari oleh anak-anak, melainkan ada banyak orang dewasa yang menyukai boneka juga.
Boneka memiliki karakter yang lucu, lembut, dan nyaman yang membuat benda satu ini dijadikan sebagai mainan. Bukan hanya itu, boneka juga bisa menjadi benda koleksi dan boneka juga dapat digunakan sebagai kado atau hadiah kepada orang-orang tersayang.
Selain itu, bisnis boneka juga bukan termasuk usaha musiman. Jadi, siapapun dan kapan saja seseorang bisa membeli boneka.
Baca juga: Kiat Sukses Kembangkan Bisnis Perhiasan hingga Bisa Go-International
Dalam menjalankan usaha ini, kamu perlu memperhatikan beberapa kiat sukses berikut ini agar bisnismu berjalan lancar.
Sebelum memulai usaha ini, kamu harus terlebih dahulu menentukan target pasar usahamu. Bukan hanya itu, kamu juga perlu untuk memilih ide bisnis yang akan kamu jalankan pada usahamu.
Ada banyak ide bisnis yang dapat kamu pilih, seperti bisnis boneka wisuda, boneka flanel, boneka tangan, boneka cetak, boneka kaus kaki, dan boneka ventriloquist.
Baca juga: 3 Sistem Pembayaran Digital dan Manfaatnya untuk UMKM
Setelah menentukan ide bisnis dan target pasar. Langkah selanjutnya kamu perlu menyiapkan modal yang akan kamu gunakan.
Dalam memulai usaha ini tidak membutuhkan modal di bawah Rp1 juta. Bukan hanya itu, kamu yang tidak memiliki modal jangan khawatir, kamu bisa memulai usaha ini dengan menjadi reseller terlebih dahulu.
Kamu bisa menjalin kerja sama dengan pemasok boneka yang berkualitas untuk menghemat modal dan mendapatkan keuntungan yang lebih besar.
Baca juga: 7 Cara Mudah Meningkatkan Loyalitas Pelanggan
Bukan hanya itu, kamu juga harus pintar-pintar dan selektif dalam memilih pemasok. Jangan karena harga yang lebih murah kamu mengabaikan kualitas produk yang kamu jual.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.
Segera lengkapi data dirimu untuk ikutan program #JernihBerkomentar.",umkm
Produsen Jamu Tradisional di Kediri Nikmati Pasar yang Bergeliat ,"Produsen Jamu Tradisional di Kediri Nikmati Pasar yang Bergeliat 
Editor
KOMPAS.com - Pelaku usaha minuman jamu serbuk tradisional di Kediri Jawa Timur mulai menikmati hasil seiring dengan bertumbuhnya tren di masyarakat untuk minum jamu guna menjaga kesehatan.
Salah satunya dialami oleh pemilik PT Alam Hijau Kreasindo, Kecamatan Kandangan, Kabupaten Kediri, Rido Prasmono.
Mengutip Antara, Jumat (27/10/2023), Rido mencatat pertumbuhan bisnis setelah pandemi berangsur hilang.
Baca juga: Kreasi Unik Produk Fajar Wonk, Hasilkan Tas dari Kulit Pohon
""Sebelum pandemi COVID-19 permintaan luar biasa. Sekarang mau bangkit lagi, harus bangkit,"" kata Rido.
Dirinya mengakui saat ini bisnis yang dia jalankan bangkit dan pesanan semakin banyak. Beberapa yang disukai adalah minuman serbuk dari jahe, beras kencur dan beberapa minuman lainnya. Sedangkan untuk produk kopi masih belum naik permintaannya hingga saat ini.
""Yang menopang income minuman dari jahe itu. Bahan bakunya dari lokal saja, kami kerja sama dengan petani lokal. Sekarang ini rata-rata dua kuintal cukup, jika optimal bisa 5-6 ton per hari,"" kata dia.
Ia menambahkan, saat ini penjualan produk masih di Jawa Timur, dan diharapkan dengan perlahan-lahan pulih dan bangkit dari pandemi, penjualan bisa kembali lagi hingga seluruh Tanah Air.
Pihaknya juga mengapresiasi dukungan dari pemerintah. Untuk perizinan juga tidak kendala termasuk kelengkapan dari BPOM.
Usaha minuman yang dijalankan Rido ini sudah didirikan sejak 1998. Ia memutuskan mendirikan usaha ini setelah keluar dari pekerjaannya di PLTU Paiton.
Menurut dia, keputusan untuk wirausaha di bidang minuman ini sesuai dengan disiplin ilmu yang dimilikinya di bagian makanan. Bisnis ini juga digeluti karena kompetitor yang raksasa jumlahnya masih kecil untuk produk seperti ini.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.
Segera lengkapi data dirimu untuk ikutan program #JernihBerkomentar.",umkm
5 Tips Mudah Sukses Memulai Usaha Jasa Salon Hewan,"5 Tips Mudah Sukses Memulai Usaha Jasa Salon Hewan
Tim Redaksi

KOMPAS.com - Salah satu prioritas bagi pemilik binatang peliharaan yaitu menjaga kesehatan dan penampilan hewan peliharaan. Hal ini tentunya bisa jadi peluang usaha yang unik bagi para pecinta binatang dengan membuka jasa pet grooming atau salon hewan di rumah.
Pada umumnya, layanan pet grooming atau salon hewan meliputi mandi, pemotongan kuku, perawatan bulu, dan sejenisnya.
Usaha ini juga merupakan usaha yang terbilang mudah dan membutuhkan modal yang sedikit. Kamu bisa memulai usaha ini dengan modal sebesar Rp 3,6 juta saja.
Baca juga: 4 Catatan Penting Sebelum Mengambil Paket Franchise, Pemula Wajib Tahu
Modal tersebut akan kamu gunakan untuk membeli peralatan seperti blower, hairdryer, handuk, peralatan gunting, peralatan sisir, tali, brangus, parfum, sampo, pet clipper, bedak, kandang, pet cargo, snack, selang, dan bak mandi.
Kamu juga bisa membuka jasa pet grooming rumahan yang bisa dipanggil. Setelah bisnis mengalami perkembangan, kamu bisa mencoba membuka salon khusus dan menerima pekerja tambahan.
Berminat untuk memulai usaha jasa salon hewan atau pet grooming? Simak tips berikut ini seperti yang dirangkum dari beberapa sumber.
Baca juga: BCA Hadirkan UMKM dan Desa Binaan di Trade Expo Indonesia 2023
Dalam membuka jasa salon hewan, kamu hanya perlu menyiapkan modal sebesar Rp 3,6 juta untuk membeli berbagai macam peralatan. Kamu bisa memulai usaha salon hewan rumahan yang bisa dipanggil.
Sebelum memulai usaha ini, kamu juga harus mengetahui peralatan yang tepat untuk digunakan. Pasalnya, peralatan yang digunakan dalam melakukan berbagai pewaratan hewan tentunya berbeda dengan manusia.
Misalnya hair dryer, hairdryer manusia mengeringkan dengan tenaga panas, berbeda dengan hairdryer hewan yang menggunakan tekanan angin yang kuat tanpa panas sama sekali. Hal ini karena hewan tidak kuat dengan panas.
Baca juga: Simak 8 Tips Pentingnya Bergabung dalam Komunitas Bisnis
Selain modal uang, kamu juga harus punya modal ""hati"", dalam artian kamu harus cinta pada hewan. Selain cinta pada hewan, kamu juga perlu memahami karakteristik setiap hewan peliharaan.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.
Segera lengkapi data dirimu untuk ikutan program #JernihBerkomentar.",umkm
Pemerintah Kota Cirebon Fasilitasi Pelaku UMKM Go Global ke Filipina,"Pemerintah Kota Cirebon Fasilitasi Pelaku UMKM Go Global ke Filipina
Editor
KOMPAS.com - Forum ""Business Talk Mall UKM Go Global"" merupakan salah satu upaya Pemerintah Kota (Pemkot) Cirebon, Jawa Barat untuk memfasilitasi para pelaku Usaha Mikro, Kecil, dan Menengah (UMKM) di Cirebon memperluas jangkauan pemasaran produk-produknya.
Dalam kegiatan ini, Pemkot Cirebon menghadirkan stakeholder dari Mindanao Utara, Filipina.
Kepala Dinas Koperasi, UKM, Perdagangan dan Perindustrian (DKUKMPP) Kota Cirebon Iing Daiman mengatakan, forum ini menjadi langkah awal untuk membuka pintu kerja sama dalam pemasaran produk UMKM dari Kota Cirebon ke Filipina.
Baca juga: BNI Siapkan KUR Rp 36,5 Triliun di 2023 agar UMKM Go Global
“Stakeholder yang hadir adalah Cagayan de Oro Chamber of Commerce and Industry Foundation atau semacam organisasi kamar dagang Filipina. Lalu ada sekitar 34 produk UMKM Kota Cirebon ditawarkan kepada pihak tersebut,” jelas Iing di Cirebon, seperti dikutip dari Antara, Jumat (20/10/2023).
Dari forum ini, beberapa produk, seperti olahan ikan, batik sampai kopi asal Cirebon berhasil mendapatkan tempat untuk dipasarkan di Filipina.
Selain itu, Iing mengatakan, setelah adanya kegiatan ini, untuk menjajaki kerja sama dengan Filipina ke depannya akan lebih mudah terwujud.
“Kolaborasi bisa dilakukan secara Business to Business maupun Government to Government melalui program Sister City,” kata Iing.
""Forum ini adalah ikhtiar untuk menaikkan kelas UMKM Kota Cirebon, sehingga dapat melakukan ekspor ke luar negeri atau go global,"" ujarnya lagi.
Sementara itu, President Cagayan de Oro Chamber of Commerce and Industry Foundation Raymundo G Talimio Jr menilai produk UMKM Kota Cirebon dapat dipasarkan untuk menyuplai kebutuhan beberapa barang di Filipina, tepatnya di Kota Cagayan de Oro.
Ia mengaku tertarik menjalin kerja sama lebih lanjut, untuk memberikan manfaat bagi kedua kota di Asia Tenggara itu. Baik dari sisi ekonomi maupun penguatan sumber daya manusia.
""Ada banyak produk menarik. Salah satunya adalah produk kopi. Di Kota Cagayan de Oro, produk kopi merupakan salah satu produk yang sangat diinginkan, namun suplai sedikit, tapi permintaannya cukup besar,"" pungkasnya.
Baca juga: Pemerintah Terbitkan Aturan Baru untuk Permudah UMKM Lakukan Ekspor

Artikel ini merupakan bagian dari Lestari KG Media, sebuah inisiatif untuk akselerasi Tujuan Pembangunan Berkelanjutan.














Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.
Segera lengkapi data dirimu untuk ikutan program #JernihBerkomentar.",umkm
Bank Muamalat Siapkan Layanan Digital bagi BPRS untuk Tingkatkan Layanan,"Bank Muamalat Siapkan Layanan Digital bagi BPRS untuk Tingkatkan Layanan
Editor
KOMPAS.com – PT Bank Muamalat Indonesia Tbk menjalin kerja sama pemanfaatan produk dan layanan digital perbankan dengan delapan Bank Perekonomian Rakyat Syariah (BPRS).
Direktur Operasi dan Digital Bank Muamalat Wahyu Avianto mengatakan, dalam kerja sama tersebut, Muamalat akan membantu menyediakan berbagai layanan bagi BPRS di antaranya adalah QRIS, virtual account, transfer, dan layanan digital lainnya yang dapat memberikan manfaat lebih kepada BPRS.
“Secara garis besar kami membuka peluang untuk bersinergi dengan BPRS dalam tiga aspek yaitu Application Programming Interface (API), referral, dan co-branding. Mudah-mudahan ke depannya semakin banyak mitra BPRS yang bergabung,” ujarnya dalam keterangan resmi, Selasa (17/10/2023).
Baca juga: Pernah Gagal Berbisnis, Dua Mahasiswa Ini Sukses Jualan Kacang Mete ""Renjana""
Wahyu menjabarkan, melalui kerja sama ini pengendalian dan pengelolaan keuangan BPRS akan lebih efektif dan efisien. Salah satunya adalah BPRS dapat melakukan transaksi operasional keuangan langsung melalui aplikasi BPRS ke services Bank Muamalat yang tersedia tanpa perlu berpindah ke kanal transaksi online lain.
Terkait kerja sama referal, Bank Muamalat membuka peluang sinergi dalam hal referral haji atas nasabah atau anggota kelolaannya. Selain itu, nasabah BPRS juga dapat melakukan perencanaan hari tua dengan membuka rekening pensiun di Dana Pensiun Lembaga Keuangan (DPLK) Syariah Muamalat.
Adapun dalam hal kerja sama co-branding, Bank Muamalat akan bertindak sebagai ecosystem enabler bagi BPRS yang ingin menerbitkan kartu debit.
Baca juga: Bermodal Rp 2,2 Juta, Ily Handmade Banyak Dilirik Pembeli dari Luar Negeri
 
Bagi mitra BPRS, skema ini dapat memberikan tambahan variasi produk kepada nasabahnya dan mendorong penambahan pendapatan berbasis komisi.
“Dengan berbagai produk dan layanan yang Bank Muamalat miliki, nantinya para mitra BPRS tinggal memilih produk atau layanan apa yang cocok dengan bisnis mereka,” pungkas Wahyu.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.
Segera lengkapi data dirimu untuk ikutan program #JernihBerkomentar.",umkm
2 UMKM Terpilih sebagai Pemenang IMA Award 2023,"2 UMKM Terpilih sebagai Pemenang IMA Award 2023
Editor
JAKARTA, KOMPAS.com - Dua UMKM terpilih sebagai pemenang di event IMA UMKM Award 2023, menyingkirkan 475 pelaku usaha lainnya yang berasal dari seluruh Indonesia.
Dua UMKM pemenang tersebut adalah Imago Raw Honey dan DBFoods. Masing-masing juara 1 IMA UMKM Award 2023 mendapatkan hadiah berupa uang tunai Rp 30 juta yang disertai dengan kegiatan business matching bersama beberapa perusahaan.
Penjurian dilakukan pada Musyawarah Nasional IMA 2023 di Jakarta pada Sabtu (14/10/2023).
Baca juga: Kisah Sukses Reza Merintis Roti Ropi hingga Buka Outlet di Dubai dan UEA
Ketua IMA Awards 2023 sekaligus VP SME and Entrepreneurship IMA Pusat Erik Hidayat selaku mengatakan sangat berkomitmen untuk mendukung pertumbuhan UMKM dan memberikan platform yang memungkinkan UMKM Indonesia untuk bersaing di tingkat nasional dan internasional.
“Dalam kondisi yang semakin kompetitif, UMKM adalah tulang punggung ekonomi kita, sekaligus penyedia lapangan kerja yang penting,"" ujar dia dalam keterangan resmi, Minggu (15/10/2023).
Imago Raw Honey merupakan perusahaan penyedia superfood, yaitu madu murni dari Gunung Gede Pangrango dan hutan di Jawa Tengah dari DKI Jakarta. Salah satu produk unggulannya adalah Imago Detox Honey (Itox) yang berfungsi untuk meningkatkan imun dan detoksifikasi tubuh.
Produk Imago Raw Honey tidak hanya dikonsumsi oleh masyarakat Jabodetabek, namun sudah mencapai pasar internasional, salah satunya di Amerika.
Baca juga: Kisah Aan Membangun Bisnis Threeyana Decoupage, Awalnya Iseng Unggah Status
Sementara itu DBFoods dari Padang yang terpilih sebagai Juara 1 IMA UMKM Awards merupakan perusahaan dengan visi global, dan berhasil menjadikan dendeng balado mendunia.
DBFoods merupakan produsen makanan khas padang yang didirikan sejak tahun 1969. Produkdari DBFoods di antaranya adalah berbagai olahan dendeng dan rendang.
Pada 2023, di tangan generasi ketiga, DBFoods membangun rumah produksi baru dengan kapasitas 8 ton per bulan, menjadikannya sebagai produsen Dendeng Balado terbesar di Indonesia.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.
Segera lengkapi data dirimu untuk ikutan program #JernihBerkomentar.",umkm
"Kunci Sukses Memulai Usaha untuk Gen Z, Salah Satunya Mau Terima Pendapat Orang Lain","Kunci Sukses Memulai Usaha untuk Gen Z, Salah Satunya Mau Terima Pendapat Orang Lain
Tim Redaksi

JAKARTA, KOMPAS.com - Seiring perkembangan zaman, banyak para pelaku usaha yang bermunculan. Tiak mengenal usia, berbagai kalangan masyarakat terjun ke dunia bisnis. Tak terlepas dari anak-anak muda yang sering disebut Gen Z.
Menurut data Badan Pusat Statistik (BPS) tahun 2020, sebanyak 27,94 persen dari total populasi penduduk Indonesia didominasi oleh penduduk kelahiran 1997-2012 atau yang dikenal dengan sebutan Generasi Z (Gen-Z).
Sementara itu, berdasarkan 2021 Asia Pacific Young Entrepreneurs Survey menemukan, sekitar 72 persen Generasi Z dan Milenial di Asia Pasifik bercita-cita untuk memiliki bisnis sendiri atau menjadi pengusaha.
Baca juga: Bermodal Nol Rupiah, Qudsyi Membangun Bisnis Percetakan Kemasan Risepack
Generasi Z yang sudah akrab dengan perubahan teknologi ini memiliki peluang yang cukup besar untuk memulai bisnis.
Aan (45), pemilik Threeyana Decoupage pada pameran INACRAFT 2023 di JJC, Senayan, memberikan tips sukses berwirausaha untuk generasi Z dalam memulai suatu usaha.
Dalam dunia bisnis, tren dapat berubah dengan sangat cepat. Bukan hanya itu, teknologi pendukung usaha juga tumbuh dengan cepat. Karenanya, kamu sebagai generasi Z harus memiliki kemampuan adaptasi lebih cepat dan adanya kemauan terus belajar.
Baca juga: Simak 5 Peluang Bisnis Percetakan Kemasan
Kebanyakan ego anak muda di zaman sekarang lebih merasa cepat puas dan sudah cukup dengan apa yang dimiliki. Untuk itu, mulai membuka diri terhadap hal-hal baru dan mau untuk mempelajari hal-hal baru yang mendukung perkembangan usaha mu.
Seiring berjalannya usaha pasti kamu akan mempelajari banyak hal. Kamu bisa melakukan evaluasi secara rutin kinerja operasional dan hal lain di dalam usahamu. Evaluasi ini untuk melihat apa saja kekurangan yang tim kamu miliki.
Dengan begitu, kamu bisa lebih mudah dalam memperbaiki segala kekurangan yang ada di usahamu. Sehingga, usahamu menjadi lebih baik kedepannya.
Baca juga: Bantu UMKM Menjaga Cash Flow, Ninja Biz Sediakan Fitur COD dan Pay After Delivery
Pada umumnya, generasi Z memiliki tingkat ambisius dan ego yang tinggi. Hal ini tentunya bagus dalam membakar semangat wirausaha generasi Z.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.
Segera lengkapi data dirimu untuk ikutan program #JernihBerkomentar.",umkm
